movie_title,rating,user_rating,genres,plot_keyword,director,top_5_casts,writer,votes,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Dirty Girl,6.4,11K,"['Comedy', 'Drama']","['virgin', 'loss of virginity', 'first gay sexual experience', 'gay teenager', 'strip club', 'hitchhiker', 'teenage girl']",Abe Sylvia,"['Juno Temple', 'Jeremy Dozier', 'Milla Jovovich', 'Abe Sylvia', 'Abe Sylvia']",Abe Sylvia,11000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Rublev,8.0,53K,"['Biography', 'Drama', 'History']","['painter', 'folklore', 'guilt', 'hunger', 'artist', 'genius']",Andrei Tarkovsky,"['Andrei Tarkovsky', 'Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko', 'Andrei Tarkovsky']",Andrey Konchalovskiy,53000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gilda,7.6,32K,"['Drama', 'Film-Noir', 'Romance']","['punched in the face', 'gambler', 'suicide']",Charles Vidor,"['Jo Eisinger', 'Marion Parsonnet', 'Rita Hayworth', 'Glenn Ford', 'George Macready']",E.A. Ellington,32000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Kite Runner,7.6,80K,['Drama'],"['betrayal', 'afghanistan', 'redemption', 'bully']",Marc Forster,"['Khaled Hosseini', 'Khalid Abdalla', 'Ahmad Khan Mahmoodzada', 'Atossa Leoni', 'Marc Forster']",David Benioff,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Philadelphia Experiment,6.1,15K,"['Adventure', 'Drama', 'Romance']","['experiment gone wrong', 'regret', 'conspiracy', 'time travel', 'city name in title', 'race against time']",Stewart Raffill,"['William Gray', 'Wallace C. Bennett', 'Michael Paré', 'Nancy Allen', 'Eric Christmas']",Michael Janover,15000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How Green Was My Valley,7.7,24K,"['Drama', 'Family']","['boxer', 'punishment', 'national film registry', 'based on novel']",John Ford,"['Richard Llewellyn', 'Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'John Ford']",Philip Dunne,24000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z for Zachariah,6.0,31K,"['Drama', 'Romance', 'Sci-Fi']","['radiation', 'waterfall', 'stranger', 'love triangle', 'wood', 'post apocalypse', 'based on novel', 'hunting']",Craig Zobel,"[""Robert C. O'Brien"", 'Chiwetel Ejiofor', 'Chris Pine', 'Margot Robbie', 'Craig Zobel']",Nissar Modi,31000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Prozac Nation,6.2,18K,"['Biography', 'Drama', 'Romance']","['divorced parents', 'divorce', 'therapy', 'bare breasts', 'depression', 'drug use', 'based on book', 'female protagonist', 'teenage girl']",Erik Skjoldbjærg,"['Galt Niederhoffer', 'Frank Deasy', 'Christina Ricci', 'Jonathan Rhys Meyers', 'Jessica Lange']",Elizabeth Wurtzel,18000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Loving Annabelle,6.3,13K,"['Drama', 'Romance']","['schoolgirl', 'older woman younger woman relationship', 'aunt niece relationship', 'two word title']",Katherine Brooks,"['Olivia Bohnhoff Harris', 'Karen Klopfenstein', 'Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge']",Katherine Brooks,13000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Devil in a Blue Dress,6.7,20K,"['Crime', 'Drama', 'Mystery']","['private detective', 'african american', 'investigation', 'femme fatale', 'neo noir', '1940s', 'los angeles california', 'jazz music', 'missing person', 'jazz club']",Carl Franklin,"['Carl Franklin', 'Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Carl Franklin']",Walter Mosley,20000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Sapphires,7.0,14K,"['Biography', 'Comedy', 'Drama']","['audition', '1960s', 'vietnam war', 'manager', 'soul music']",Wayne Blair,"['Tony Briggs', ""Chris O'Dowd"", 'Deborah Mailman', 'Jessica Mauboy', 'Wayne Blair']",Keith Thompson,14000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If....,7.4,24K,"['Crime', 'Drama']","['revolution', 'social satire', 'homosexuality', 'humiliation', 'tradition', 'bully', 'violence']",Lindsay Anderson,"['John Howlett', 'Malcolm McDowell', 'David Wood', 'Richard Warwick', 'Lindsay Anderson']",David Sherwin,24000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priceless,7.0,32K,"['Comedy', 'Romance']","['wristwatch', 'birthday', 'bartender', 'swimming pool', 'money', 'rich man', 'gold digger']",Pierre Salvadori,"['Benoît Graffin', 'Audrey Tautou', 'Gad Elmaleh', 'Marie-Christine Adam', 'Pierre Salvadori']",Pierre Salvadori,32000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Happy End,6.6,15K,['Drama'],"['depression', 'infidelity', 'construction site', 'hairdresser']",Michael Haneke,"['Isabelle Huppert', 'Jean-Louis Trintignant', 'Mathieu Kassovitz', 'Michael Haneke', 'Michael Haneke']",Michael Haneke,15000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorry We Missed You,7.6,22K,['Drama'],"['hospital', 'money problems', 'poverty', 'husband wife relationship', 'working class']",Ken Loach,"['Kris Hitchen', 'Debbie Honeywood', 'Rhys Mcgowan', 'Ken Loach', 'Paul Laverty']",Paul Laverty,22000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow of the Vampire,6.9,42K,"['Drama', 'Horror']","['topless', 'undead', 'nightclub', 'drug']",E. Elias Merhige,"['John Malkovich', 'Willem Dafoe', 'Udo Kier', 'E. Elias Merhige', 'Steven Katz']",Steven Katz,42000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You Can Count on Me,7.5,30K,['Drama'],"['homecoming', 'rain', 'countryside', 'bank', 'adultery', 'brother sister relationship', 'single mother']",Kenneth Lonergan,"['Laura Linney', 'Matthew Broderick', 'Amy Ryan', 'Kenneth Lonergan', 'Kenneth Lonergan']",Kenneth Lonergan,30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria & Abdul,6.8,36K,"['Biography', 'Drama', 'History']","['muslim', 'racism', 'servant', 'unlikely friendship']",Stephen Frears,"['Shrabani Basu', 'Judi Dench', 'Ali Fazal', 'Tim Pigott-Smith', 'Stephen Frears']",Lee Hall,36000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Imitation of Life,7.8,16K,['Drama'],"['star', 'housekeeper', 'african american', 'melodrama', 'maid', 'actress', 'girl', 'race relations']",Douglas Sirk,"['Allan Scott', 'Fannie Hurst', 'Lana Turner', 'John Gavin', 'Sandra Dee']",Eleanore Griffin,16000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slums of Beverly Hills,6.6,13K,"['Comedy', 'Drama']","['virgin', 'f rated', 'uncle niece relationship', '1970s', 'family relationships', 'sexual awakening', 'coming of age']",Tamara Jenkins,"['Natasha Lyonne', 'Alan Arkin', 'Bryna Weiss', 'Tamara Jenkins', 'Tamara Jenkins']",Tamara Jenkins,13000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brideshead Revisited,6.6,13K,"['Drama', 'Romance']","['male protagonist', 'gay protagonist', 'upper class', 'brother sister relationship', 'catholic', 'based on novel', 'voice over narration']",Julian Jarrold,"['Jeremy Brock', 'Evelyn Waugh', 'Matthew Goode', 'Patrick Malahide', 'Hayley Atwell']",Andrew Davies,13000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,6.1,17K,"['Drama', 'Romance', 'Thriller']","['cheating wife', 'bare breasts', 'release from prison', 'businessman', 'extortion', 'hotel']",Fernando Meirelles,"['Arthur Schnitzler', 'Rachel Weisz', 'Jude Law', 'Anthony Hopkins', 'Fernando Meirelles']",Peter Morgan,17000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
One-Eyed Jacks,7.1,12K,"['Drama', 'Western']","['bank robber', 'directed by star', '1880s', 'national film registry', 'haunted by the past', 'based on novel', 'escape from prison']",Marlon Brando,"['Calder Willingham', 'Charles Neider', 'Marlon Brando', 'Karl Malden', 'Pina Pellicer']",Guy Trosper,12000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Good Night, and Good Luck.",7.4,98K,"['Biography', 'Drama', 'History']","['reporter', 'radio', 'journalist', '1950s', 'interview', 'politician', 'medium', 'politics', 'television', 'friendship']",George Clooney,"['Grant Heslov', 'David Strathairn', 'George Clooney', 'Patricia Clarkson', 'George Clooney']",George Clooney,98000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cyrus,6.3,35K,"['Comedy', 'Drama', 'Romance']","['flower', 'one word title', 'flirting']",Jay Duplass,"['Mark Duplass', 'Jay Duplass', 'John C. Reilly', 'Marisa Tomei', 'Jonah Hill']",Mark Duplass,35000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Friends with Kids,6.1,42K,"['Comedy', 'Drama', 'Romance']","['comic relief', 'f rated', 'friend', 'title directed by female', 'best friend', 'child', 'lionsgate', 'cabin']",Jennifer Westfeldt,"['Jennifer Westfeldt', 'Adam Scott', 'Maya Rudolph', 'Jennifer Westfeldt', 'Jennifer Westfeldt']",Jennifer Westfeldt,42000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kissing Jessica Stein,6.6,17K,"['Comedy', 'Drama', 'Romance']","['based on play', 'journalist', 'lesbian', 'character name in title', 'blind date', 'friend', 'sexual awakening', 'friendship']",Charles Herman-Wurmfeld,"['Jennifer Westfeldt', 'Jennifer Westfeldt', 'Heather Juergensen', 'Tovah Feldshuh', 'Charles Herman-Wurmfeld']",Heather Juergensen,17000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dragonfly,6.1,38K,"['Drama', 'Fantasy', 'Mystery']","['psychotronic film', 'payphone', 'heart transplant', 'police officer', 'affection', ""character repeats someone else's dialogue""]",Tom Shadyac,"['Mike Thompson', 'David Seltzer', 'Kevin Costner', 'Susanna Thompson', 'Joe Morton']",Brandon Camp,38000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
An American in Paris,7.2,34K,"['Drama', 'Musical', 'Romance']","['american in paris', 'painter', 'american in europe', 'american abroad', 'singer']",Vincente Minnelli,"['Gene Kelly', 'Leslie Caron', 'Oscar Levant', 'Vincente Minnelli', 'Alan Jay Lerner']",Alan Jay Lerner,34000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A Place in the Sun,7.7,22K,"['Drama', 'Romance']","['murder trial', 'murder of a pregnant woman', 'high society', 'social climber', 'abortion', 'national film registry', 'afi', 'pregnancy']",George Stevens,"['Patrick Kearney', 'Michael Wilson', 'Montgomery Clift', 'Elizabeth Taylor', 'Shelley Winters']",Theodore Dreiser,22000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How to Lose Friends & Alienate People,6.4,69K,"['Biography', 'Comedy', 'Drama']","['parody', 'woman wears black lingerie', 'bar', 'transgender woman']",Robert B. Weide,"['Toby Young', 'Simon Pegg', 'Kirsten Dunst', 'Megan Fox', 'Robert B. Weide']",Peter Straughan,69000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody's Fool,7.3,20K,"['Comedy', 'Drama']","['bare breasts', 'independent film', 'father son relationship', 'small town', 'grandfather grandson relationship', 'female removes her clothes', 'based on novel']",Robert Benton,"['Robert Benton', 'Paul Newman', 'Bruce Willis', 'Jessica Tandy', 'Robert Benton']",Richard Russo,20000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Shelley,6.4,16K,"['Biography', 'Drama', 'History']","['death of daughter', 'debt']",Haifaa Al-Mansour,"['Haifaa Al-Mansour', 'Elle Fanning', 'Bel Powley', 'Owen Richards', 'Haifaa Al-Mansour']",Emma Jensen,16000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
World's Greatest Dad,6.9,39K,"['Comedy', 'Drama']","['copulation', 'black comedy', 'dark comedy', 'slow motion scene', 'coitus', 'single father', 'upskirt', 'high school']",Bobcat Goldthwait,"['Robin Williams', 'Daryl Sabara', 'Morgan Murphy', 'Bobcat Goldthwait', 'Bobcat Goldthwait']",Bobcat Goldthwait,39000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gully Boy,7.9,39K,"['Drama', 'Music', 'Romance']","['slum', 'friendship', 'love', 'singing', 'singer']",Zoya Akhtar,"['Reema Kagti', 'Vijay Maurya', 'Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi']",Zoya Akhtar,39000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Miss Potter,7.0,30K,"['Biography', 'Drama', 'Romance']","['book', 'lawyer', 'farmer', 'pig', 'wealth', 'drawing', 'nanny', 'maid', 'friendship', 'artist']",Chris Noonan,"['Renée Zellweger', 'Ewan McGregor', 'Emily Watson', 'Chris Noonan', 'Richard Maltby Jr.']",Richard Maltby Jr.,30000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boys on the Side,6.4,13K,"['Comedy', 'Drama']","['lesbian', 'baseball bat', 'domestic violence', 'face slap', 'piano', 'terminal illness', 'female protagonist']",Herbert Ross,"['Whoopi Goldberg', 'Mary-Louise Parker', 'Drew Barrymore', 'Herbert Ross', 'Don Roos']",Don Roos,13000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suffragette,6.9,42K,"['Drama', 'History']","['terrorism', 'protest', 'vandalism', 'activism', 'sexism', 'sexual harassment', 'f rated']",Sarah Gavron,"['Carey Mulligan', 'Anne-Marie Duff', 'Helena Bonham Carter', 'Sarah Gavron', 'Abi Morgan']",Abi Morgan,42000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pollock,7.0,28K,"['Biography', 'Drama']","['painter', 'pulitzer prize source', 'character name as title', 'artistic creation', 'man wears eyeglasses', 'painting', 'artist']",Ed Harris,"['Gregory White Smith', 'Barbara Turner', 'Ed Harris', 'Marcia Gay Harden', 'Robert Knott']",Steven Naifeh,28000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Got His Gun,7.8,17K,"['Drama', 'War']","['jesus christ character', 'independent film', 'nonlinear timeline', 'based on novel']",Dalton Trumbo,"['Luis Buñuel', 'Timothy Bottoms', 'Kathy Fields', 'Marsha Hunt', 'Dalton Trumbo']",Dalton Trumbo,17000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
His Girl Friday,7.8,58K,"['Comedy', 'Drama', 'Romance']","['ex husband ex wife relationship', 'newspaper editor', 'reporter', 'journalist', 'mayor', 'journalism', 'newspaper', 'female reporter']",Howard Hawks,"['Ben Hecht', 'Charles MacArthur', 'Cary Grant', 'Rosalind Russell', 'Ralph Bellamy']",Charles Lederer,58000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Total Eclipse,6.5,16K,"['Biography', 'Drama', 'Romance']","['revolution', 'pubic hair', 'male pubic hair', 'gay', 'poet', 'pregnant wife', 'violence']",Agnieszka Holland,"['Leonardo DiCaprio', 'David Thewlis', 'Romane Bohringer', 'Agnieszka Holland', 'Christopher Hampton']",Christopher Hampton,16000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Proposition,7.3,53K,"['Crime', 'Drama', 'Western']","['outlaw', 'bare chested male', 'bare breasts', 'dark comedy', 'gang']",John Hillcoat,"['Ray Winstone', 'Guy Pearce', 'Emily Watson', 'John Hillcoat', 'Nick Cave']",Nick Cave,53000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Informant!,6.5,65K,"['Biography', 'Comedy', 'Crime']","['spy', 'fbi agent', 'investigation', 'informant', 'voice over narration']",Steven Soderbergh,"['Kurt Eichenwald', 'Matt Damon', 'Tony Hale', 'Patton Oswalt', 'Steven Soderbergh']",Scott Z. Burns,65000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Blueberry Nights,6.6,54K,"['Drama', 'Romance']","['female bonding', 'expatriate', 'male female relationship', 'road trip', 'young woman', 'female protagonist']",Kar-Wai Wong,"['Lawrence Block', 'Norah Jones', 'Jude Law', 'Natalie Portman', 'Kar-Wai Wong']",Kar-Wai Wong,54000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black or White,6.6,13K,['Drama'],"['grandmother granddaughter relationship', 'inspired by true events', 'father daughter relationship', 'los angeles california', 'private school']",Mike Binder,"['Kevin Costner', 'Octavia Spencer', 'Gillian Jacobs', 'Mike Binder', 'Mike Binder']",Mike Binder,13000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbershop,6.3,31K,"['Comedy', 'Drama']","['one word title', 'african american protagonist', 'thief', 'criminal', 'interracial friendship', 'bail', 'pistol']",Tim Story,"['Don D. Scott', 'Marshall Todd', 'Ice Cube', 'Cedric the Entertainer', 'Eve']",Mark Brown,31000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Society,6.9,16K,"['Comedy', 'Musical', 'Romance']","['jazz music', 'based on play', 'socialite', 'drunkenness', 'remake', 'singer']",Charles Walters,"['Philip Barry', 'Bing Crosby', 'Grace Kelly', 'Frank Sinatra', 'Charles Walters']",John Patrick,16000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Black Narcissus,7.8,25K,['Drama'],"['color in title', 'nun', 'convent', 'mountain', 'female protagonist', 'sexual repression']",Michael Powell,"['Rumer Godden', 'Michael Powell', 'Emeric Pressburger', 'Deborah Kerr', 'David Farrar']",Emeric Pressburger,25000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Salton Sea,7.0,31K,"['Crime', 'Drama', 'Mystery']","['neighbor neighbor relationship', 'arms dealer', 'male in a shower', 'sex scene', 'murder']",D.J. Caruso,"['Val Kilmer', ""Vincent D'Onofrio"", 'Adam Goldberg', 'D.J. Caruso', 'Tony Gayton']",Tony Gayton,31000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Public Enemy,7.6,21K,"['Crime', 'Drama']","['punched in the face', 'rain', 'criminal', 'gangster', 'tragedy', 'robbery', 'machine gun', 'organized crime', 'violence', 'anti hero']",William A. Wellman,"['John Bright', 'Harvey F. Thew', 'James Cagney', 'Jean Harlow', 'Edward Woods']",Kubec Glasmon,21000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida,7.4,57K,['Drama'],"['anti semitism', 'nun', 'loss of virginity', '1960s', 'convent', 'suicide', 'jew']",Pawel Pawlikowski,"['Rebecca Lenkiewicz', 'Agata Kulesza', 'Agata Trzebuchowska', 'Dawid Ogrodnik', 'Pawel Pawlikowski']",Pawel Pawlikowski,57000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Trial,7.6,21K,"['Drama', 'Mystery', 'Thriller']","['paranoia', 'psychotronic film', 'surrealism', 'bare chested male', 'dystopia', 'foreign language adaptation']",Orson Welles,"['Franz Kafka', 'Orson Welles', 'Anthony Perkins', 'Arnoldo Foà', 'Jess Hahn']",Pierre Cholot,21000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Alfie,6.2,53K,"['Comedy', 'Drama', 'Romance']","['drunken sex', 'one night stand', 'limousine', 'unplanned pregnancy', 'single mother', 'womanizer']",Charles Shyer,"['Elaine Pope', 'Charles Shyer', 'Jude Law', 'Sienna Miller', 'Susan Sarandon']",Bill Naughton,53000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mark Felt: The Man Who Brought Down the White House,6.4,13K,"['Biography', 'Drama', 'History']","['baby', 'father daughter relationship', 'politics', 'pay phone', 'mother daughter relationship', 'hippie', 'whistleblower', 'lie']",Peter Landesman,"[""John D. O'Connor"", 'Peter Landesman', 'Liam Neeson', 'Diane Lane', 'Marton Csokas']",Mark Felt,13000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Les yeux sans visage,7.6,31K,"['Drama', 'Horror']","['father daughter relationship', 'moral dilemma', 'surgeon', 'cult film', 'graveyard']",Georges Franju,"['Pierre Boileau', 'Thomas Narcejac', 'Pierre Brasseur', 'Alida Valli', 'Juliette Mayniel']",Jean Redon,31000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Experiment,7.7,94K,"['Drama', 'Thriller']","['anger', 'germany', 'power struggle', 'research', 'experiment']",Oliver Hirschbiegel,"['Christoph Darnstädt', 'Don Bohlinger', 'Moritz Bleibtreu', 'Christian Berkel', 'Oliver Stokowski']",Mario Giordano,94000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Experiment,6.4,55K,"['Drama', 'Thriller']","['sadism', 'guard', 'psychological torture', 'abuse of power', 'prisoner']",Paul T. Scheuring,"['Mario Giordano', 'Christoph Darnstädt', 'Adrien Brody', 'Cam Gigandet', 'Forest Whitaker']",Paul T. Scheuring,55000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Spy Who Came in from the Cold,7.6,17K,"['Drama', 'Thriller']","['cold war', 'double agent', 'berlin germany', 'espionage', 'british intelligence', 'based on novel']",Martin Ritt,"['Paul Dehn', 'Guy Trosper', 'Richard Burton', 'Oskar Werner', 'Claire Bloom']",John le Carré,17000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lost Weekend,7.9,37K,"['Drama', 'Film-Noir']","['paranoia', 'alcoholic', 'addiction', 'alcoholism']",Billy Wilder,"['Charles Brackett', 'Billy Wilder', 'Ray Milland', 'Jane Wyman', 'Phillip Terry']",Charles R. Jackson,37000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angel of Mine,6.3,11K,"['Drama', 'Mystery', 'Thriller']","['boat', 'medication', 'insanity', 'mother daughter relationship', 'stalking', 'friendship', 'divorced couple']",Kim Farrant,"['David Regal', 'Safy Nebbou', 'Noomi Rapace', 'Rebecca Bower', 'Luke Evans']",Luke Davies,11000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Belly,6.1,11K,"['Crime', 'Drama']","['african american', 'ghetto', 'career criminal', 'urban setting', 'gangster', 'drug dealer', 'inner city', 'tragedy', 'queens new york city', 'organized crime']",Hype Williams,"['Nas', 'Hype Williams', 'Nas', 'DMX', 'Taral Hicks']",Anthony Bodden,11000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruitvale Station,7.5,81K,"['Biography', 'Crime', 'Drama']","['gay', 'ex convict', 'racism', 'ring', 'firework', 'police brutality', 'friendship']",Ryan Coogler,"['Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer', 'Ryan Coogler', 'Ryan Coogler']",Ryan Coogler,81000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grudge Match,6.4,60K,"['Comedy', 'Drama', 'Sport']","['convertible', 'car crash', 'father son relationship', 'hoodie', 'car', 'black man']",Peter Segal,"['Rodney Rothman', 'Robert De Niro', 'Sylvester Stallone', 'Kim Basinger', 'Peter Segal']",Tim Kelleher,60000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CBGB,6.5,10K,"['Crime', 'Drama', 'Music']","['timeframe 1970s', 'blonde woman', 'punk', 'nightclub', 'club', 'vodka']",Randall Miller,"['Randall Miller', 'Alan Rickman', 'Malin Akerman', 'Justin Bartha', 'Randall Miller']",Jody Savin,10000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Riding in Cars with Boys,6.5,29K,"['Biography', 'Comedy', 'Drama']","['pregnant teenager', 'drug addiction', 'father daughter relationship', 'teenage pregnancy', '1960s', 'automobile', 'single mother', 'based on novel', 'coming of age']",Penny Marshall,"['Morgan Ward', 'Drew Barrymore', 'Steve Zahn', 'Adam Garcia', 'Penny Marshall']",Beverly D'Onofrio,29000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
While We're Young,6.3,50K,"['Comedy', 'Drama', 'Mystery']","['husband wife relationship', 'new york city']",Noah Baumbach,"['Henrik Ibsen', 'Wallace Shawn', 'Ben Stiller', 'Naomi Watts', 'Adam Driver']",Noah Baumbach,50000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Parallax View,7.1,19K,"['Drama', 'Thriller']","['reporter', 'based on novel', 'conspiracy', 'investigation', 'assassination plot', 'political corruption', 'seattle washington', 'conspiracy theory', 'politics']",Alan J. Pakula,"['Lorenzo Semple Jr.', 'Loren Singer', 'Warren Beatty', 'Paula Prentiss', 'William Daniels']",David Giler,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K-19: The Widowmaker,6.7,63K,"['Drama', 'History', 'Thriller']","['cold war', 'submarine movie', 'submarine']",Kathryn Bigelow,"['Christopher Kyle', 'Harrison Ford', 'Sam Spruell', 'Peter Stebbings', 'Kathryn Bigelow']",Louis Nowra,63000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Gloria Bell,6.3,12K,"['Comedy', 'Drama', 'Music']","['dance', 'cat', 'female nudity', 'dancing', 'family relationships', 'remake by original director', 'sex scene', 'remake']",Sebastián Lelio,"['Sebastián Lelio', 'Gonzalo Maza', 'Julianne Moore', 'John Turturro', 'Caren Pistorius']",Alice Johnson Boher,12000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hridayam,8.1,10K,"['Drama', 'Musical', 'Romance']",['college'],Vineeth Sreenivasan,"['Pranav Mohanlal', 'Kalyani Priyadarshan', 'Darshana Rajendran', 'Vineeth Sreenivasan', 'Vineeth Sreenivasan']",Vineeth Sreenivasan,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Long Good Friday,7.6,22K,"['Crime', 'Drama', 'Mystery']","['crime boss', 'male nudity', 'electronic music score', 'elevator', 'gangster', 'slaughterhouse', 'bomb', 'male rear nudity']",John Mackenzie,"['Bob Hoskins', 'Helen Mirren', 'Paul Freeman', 'John Mackenzie', 'Barrie Keeffe']",Barrie Keeffe,22000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
